symbol,demangled,category,reason,diff_excerpt,date
_ZN17CPacketTranslater19OnUserTingTimeCheckEP12PacketHeader,CPacketTranslater::OnUserTingTimeCheck(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater20OnPartyPingStatisticEP12PacketHeader,CPacketTranslater::OnPartyPingStatistic(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater20OnRandomboxStatisticEP12PacketHeader,CPacketTranslater::OnRandomboxStatistic(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater20OnUserCountStatisticEP12PacketHeader,CPacketTranslater::OnUserCountStatistic(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,144 +1,144 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater21OnReasonCrashDownDataEP12PacketHeader,CPacketTranslater::OnReasonCrashDownData(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,143 +1,143 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater21OnSecretShopStatisticEP12PacketHeader,CPacketTranslater::OnSecretShopStatistic(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater22OnCirculationStatisticEP12PacketHeader,CPacketTranslater::OnCirculationStatistic(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater22OnFairPvpPingStatisticEP12PacketHeader,CPacketTranslater::OnFairPvpPingStatistic(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater22OnPartyResultStatisticEP12PacketHeader,CPacketTranslater::OnPartyResultStatistic(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater23OnAbnormalExitStatisticEP12PacketHeader,CPacketTranslater::OnAbnormalExitStatistic(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater23OnBloodDungeonStatisticEP12PacketHeader,CPacketTranslater::OnBloodDungeonStatistic(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater23OnDungeonStatisticPartyEP12PacketHeader,CPacketTranslater::OnDungeonStatisticParty(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater24OnAssertManagerStatisticEP12PacketHeader,CPacketTranslater::OnAssertManagerStatistic(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater24OnGoldCardEventStatisticEP12PacketHeader,CPacketTranslater::OnGoldCardEventStatistic(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater24OnHellPartyStatisticItemEP12PacketHeader,CPacketTranslater::OnHellPartyStatisticItem(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater25OnPacketOverflowStatisticEP12PacketHeader,CPacketTranslater::OnPacketOverflowStatistic(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater25OnTowerOfDespairStatisticEP12PacketHeader,CPacketTranslater::OnTowerOfDespairStatistic(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater26OnDeathTowerStatisticValueEP12PacketHeader,CPacketTranslater::OnDeathTowerStatisticValue(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater26OnDungeonStatisticPartyJobEP12PacketHeader,CPacketTranslater::OnDungeonStatisticPartyJob(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater26OnUpdateCreateEmblemStaticEP12PacketHeader,CPacketTranslater::OnUpdateCreateEmblemStatic(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater28OnUpdateDisjointAvatarStaticEP12PacketHeader,CPacketTranslater::OnUpdateDisjointAvatarStatic(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater29OnDungeonStatisticPartyCharacEP12PacketHeader,CPacketTranslater::OnDungeonStatisticPartyCharac(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater29OnLoadingTimeReportStatisticsEP12PacketHeader,CPacketTranslater::OnLoadingTimeReportStatistics(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater31OnFatigueBatteryMoneyStatisticsEP12PacketHeader,CPacketTranslater::OnFatigueBatteryMoneyStatistics(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater32OnDeathTowerStatisticPlayDataJobEP12PacketHeader,CPacketTranslater::OnDeathTowerStatisticPlayDataJob(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater34OnDeathTowerStatisticPlayDataPartyEP12PacketHeader,CPacketTranslater::OnDeathTowerStatisticPlayDataParty(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater34OnFrameLagStatisticsResultLoadSpecEP12PacketHeader,CPacketTranslater::OnFrameLagStatisticsResultLoadSpec(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater36OnFrameLagStatisticsResultReloadSpecEP12PacketHeader,CPacketTranslater::OnFrameLagStatisticsResultReloadSpec(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater36OnFrameLagStatisticsSpecDeleteNotifyEP12PacketHeader,CPacketTranslater::OnFrameLagStatisticsSpecDeleteNotify(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_ZN17CPacketTranslater40OnFrameLagStatisticsCollectIntervalCheckEP12PacketHeader,CPacketTranslater::OnFrameLagStatisticsCollectIntervalCheck(PacketHeader*),codegen_diff,源码字符串与行号常量与ORIG完全一致，差异仅为GCC -O0栈槽布局（本地变量栈偏移不同）与少量寄存器分配差异（如lea -0x35(%ebp) vs -0x25(%ebp)），属编译器代码生成差异，非源码语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,140 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x4c,%esp
 mov    &_ZN17CPacketTranslater8m_pclAppE,%eax
 test   %eax,%eax",2026-08-11
_Z17getStatisticProxyv,getStatisticProxy(),caliber_issue,__cxa_atexit 第三个实参 &__dso_handle：该符号在 nm -S 输出中无 size 列（st_size=0），_data_symbols 解析要求 4 列而跳过它，落入匿名数据兜底，显示为 &data#hash(.rodata) vs &data#hash(.data)。两侧语义均为 &__dso_handle，ORIG 位于 .rodata、OURS 位于 .data，且匿名快照内容因区段/后续字节不同而 hash 不同，属链接布局/口径问题，非源码差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,44 +1,44 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x1c,%esp
 mov    $&_ZGVZ17getStatisticProxyvE14statisticProxy,%eax
 movzbl (%eax),%eax",2026-08-11
