symbol,demangled,category,reason,diff_excerpt,date
_ZN12socket_event6CEpollI15CNetworkSessionE12WaitForEventEi,socket_event::CEpoll<CNetworkSession>::WaitForEvent(int),codegen_diff,"bool 中间态物化差异：(1) if(ns!=NULL) 处 ORIG 为 cmpl+setne+test+je，重建为 cmpl+je 直接分支；(2) succeed 判断 ORIG movzbl -0x1d+test，重建 cmpb /usr/bin/zsh,-0x1d；(3) ORIG 多一个 -0xc 局部初始化。均为 -O0 下 bool/指针条件代码生成差异，语义一致。","```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,177 +1,173 @@
 push   %ebp
 mov    %esp,%ebp
 push   %ebx
 sub    $0x34,%esp
 mov    0x8(%ebp),%eax
 mov    0xc(%eax),%ecx
 mov    0x8(%ebp),%eax
 mov    0x4(%eax),%edx",2026-08-11
_ZN14CFileLogWriter8writeLogEPKcS1_z,"CFileLogWriter::writeLog(char const*, char const*, ...)",codegen_diff,"异常着陆块（CGuard 析构 + _Unwind_Resume）寄存器编排：ORIG mov %edx,%ebx; mov %eax,%esi 后调用 CGuardD1 再 Unwind；重建先 mov /usr/bin/zsh,%ebx; mov ,%ebx 并 test。EH 路径寄存器分配伪影，正常路径指令一致。","```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,307 +1,309 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x2dc,%esp
 mov    0x8(%ebp),%eax
 add    $0x1c,%eax",2026-08-11
_ZN14CFileLogWriter11writeRawLogEPKcS1_z,"CFileLogWriter::writeRawLog(char const*, char const*, ...)",codegen_diff,同 writeLog：异常着陆块寄存器编排差异（ebx 初值/test 顺序 vs edx/esi 保存顺序），正常路径一致。,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,303 +1,305 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x2dc,%esp
 mov    0x8(%ebp),%eax
 add    $0x1c,%eax",2026-08-11
_ZN15CAbstractSocketILi4096ELi4096EE11recv_packetEv,"CAbstractSocket<4096, 4096>::recv_packet()",codegen_diff,"错误判断形态：ORIG shr /usr/bin/zshx1f,%eax; test %al,%al（符号位判断），重建 cmpl /usr/bin/zsh,-0xc 直接比较。bool/比较代码生成差异，语义一致。","```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,104 +1,102 @@
 push   %ebp
 mov    %esp,%ebp
 push   %ebx
 sub    $0x34,%esp
 mov    0x8(%ebp),%eax
 mov    (%eax),%eax
 test   %eax,%eax
 jns    <T> <_ZN15CAbstractSocketILi4096ELi4096EE11recv_packetEv+0x1a>",2026-08-11
_ZN15CAbstractSocketILi4096ELi4096EE11send_packetEv,"CAbstractSocket<4096, 4096>::send_packet()",codegen_diff,"ORIG setle %al; test %al,%al（比较结果物化为 bool），重建为直接条件分支。bool 物化代码生成差异。","```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,138 +1,136 @@
 push   %ebp
 mov    %esp,%ebp
 push   %ebx
 sub    $0x34,%esp
 movl   $0x0,-0xc(%ebp)
 mov    0x8(%ebp),%eax
 mov    0x1010(%eax),%eax
 test   %eax,%eax",2026-08-11
_ZN15CAbstractSocketILi4096ELi4096EE12AcceptSocketEv,"CAbstractSocket<4096, 4096>::AcceptSocket()",codegen_diff,accept() 变元求值顺序：ORIG 先算第三参 &len（lea -0x24→ecx）再第二参（edx）再第一参；重建先算第二参再第一参再第三参。同一源码在不同编译器下变元求值顺序不同，最终存储顺序一致。,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,50 +1,50 @@
 push   %ebp
 mov    %esp,%ebp
 push   %ebx
 sub    $0x44,%esp
 movl   $0x10,-0x24(%ebp)
-lea    -0x24(%ebp),%ecx
 lea    -0x20(%ebp),%edx
 mov    0x8(%ebp),%eax",2026-08-11
_ZN15CNetworkSession7ParsingEPKci,"CNetworkSession::Parsing(char const*, int)",codegen_diff,"局部变量槽位分配与指针算术形态差异：(1) i/count 槽位 ORIG -0x14/-0x10 与重建互换；(2) 数组索引 ORIG lea (%edx,%eax,1) vs 重建 add 0xc(%ebp),%eax。同编译器 4.4.6 下槽位顺序由语句结构决定，语义一致。","```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,46 +1,49 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x28,%esp
-movl   $0x0,-0x14(%ebp)
-jmp    <T> <_ZN15CNetworkSession7ParsingEPKci+0x64>
+movl   $0x0,-0xc(%ebp)
+jmp    <T> <_ZN15CNetworkSession7ParsingEPKci+0x6b>
+mov    0xc(%ebp),%edx",2026-08-11
_ZN15CNetworkSession8dispatchEP12PacketHeader,CNetworkSession::dispatch(PacketHeader*),codegen_diff,"包头长度值处理：ORIG push %ebx 后 movzwl %ax,%ebx 再用 ebx 传参；重建 mov %ax,-0x12(%ebp) 走栈槽再 movzwl 装载。寄存器 vs 栈槽代码生成差异。","```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,39 +1,39 @@
 push   %ebp
 mov    %esp,%ebp
-push   %ebx
-sub    $0x24,%esp
+sub    $0x28,%esp
 mov    0x8(%ebp),%eax
 mov    %eax,(%esp)
 call   <T> <_ZN15CNetworkSession8get_typeEv>",2026-08-11
_ZN17CConfigFileReader4TrimEPc,CConfigFileReader::Trim(char*),codegen_diff,"指针算术形态 + 槽位差异：(1) str+i 索引 ORIG lea (%edx,%eax,1) vs 重建 add 0xc(%ebp),%eax；(2) i/end 槽位 -0x14/-0x10 与重建互换；(3) end2 循环无符号比较 ORIG seta vs 重建 setb（操作数顺序相反）。均为代码生成/槽位差异，语义一致。","```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,88 +1,83 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x428,%esp
 mov    0xc(%ebp),%eax
 mov    %eax,(%esp)
 call   <T> <strlen>
 mov    %eax,-0x18(%ebp)
+movl   $0x0,-0x14(%ebp)",2026-08-11
_ZN5CUser15send_buddy_listEv,CUser::send_buddy_list(),codegen_diff,栈布局与迭代代码生成差异：局部包对象槽位整体偏移 5 字节（-0x57e vs -0x579，PvPBuddyInfo=41 与 ORIG 步长一致，结构本身正确）；循环中 ORIG 用索引算术内联展开，重建用 vector::end() 调用+栈槽。语义一致。,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,238 +1,231 @@
 push   %ebp
 mov    %esp,%ebp
 push   %ebx
 sub    $0x594,%esp
-lea    -0x57e(%ebp),%eax
+lea    -0x579(%ebp),%eax
 mov    %eax,(%esp)
 call   <T> <_ZN35Packet_Response_PvP_Buddy_Conn_ListC1Ev>",2026-08-11
_ZN5CUser16req_remove_buddyEcPKc,"CUser::req_remove_buddy(char, char const*)",codegen_diff,"this 指针使用形态：ORIG 在调用处直接 mov 0x8(%ebp),%eax 重载 this；重建先把 this 缓存到 -0xc 局部再装载。寄存器/局部缓存差异。","```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,103 +1,103 @@
 push   %ebp
 mov    %esp,%ebp
 push   %esi
 push   %ebx
 sub    $0x50,%esp
 mov    0xc(%ebp),%eax
 mov    %al,-0x2c(%ebp)
 movsbl -0x2c(%ebp),%eax",2026-08-11
_ZN5CUser34send_other_channel_chat_hyper_linkEP44Packet_Monitor_Other_Channel_Chat_Hyper_LinkPS_,"CUser::send_other_channel_chat_hyper_link(Packet_Monitor_Other_Channel_Chat_Hyper_Link*, CUser*)",codegen_diff,"地址算术折叠差异：ORIG add /usr/bin/zshx30,%eax; add 0xc(%ebp),%eax; lea 0xb(%eax),%edx（分步加法）；重建 lea 0x3b(%eax),%edx; add %eax,%edx（先折叠 0x3b=0x30+0xb）再 imul 0x68。等价地址计算，常量折叠时机不同。","```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,79 +1,79 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x298,%esp
 lea    -0x27c(%ebp),%eax
 mov    %eax,(%esp)
 call   <T> <_ZN51Packet_Monitor_Other_Channel_Chat_ToUser_Hyper_LinkC1Ev>
 mov    0xc(%ebp),%eax
 mov    0xa(%eax),%eax",2026-08-11
_ZN5CUser41send_other_channel_chat_result_hyper_linkEP44Packet_Monitor_Other_Channel_Chat_Hyper_Link18ENUM_MONITOR_ERROR,"CUser::send_other_channel_chat_result_hyper_link(Packet_Monitor_Other_Channel_Chat_Hyper_Link*, ENUM_MONITOR_ERROR)",codegen_diff,同 send_other_channel_chat_hyper_link：地址算术 lea vs add 常量折叠差异，等价。,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,78 +1,78 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x298,%esp
 lea    -0x27c(%ebp),%eax
 mov    %eax,(%esp)
 call   <T> <_ZN51Packet_Monitor_Other_Channel_Chat_ToUser_Hyper_LinkC1Ev>
 mov    0xc(%ebp),%eax
 mov    0xa(%eax),%eax",2026-08-11
main,main,codegen_diff,main() 的 255 字节清 0 区：ORIG 为常量 memset 的运行时对齐分拆内联展开（and /and  对齐 + rep stosd + 尾 2/1 字节，ebx 计数器 0xff）；重建为源码手写对齐循环（lea/add/and + cmpb），代码生成差异。已用 4.1.2-55、4.1.2-52(驱动)、4.4.4-13、4.4.6-3、4.4.7-23 五种编译器 + -O0..-O3/-minline-all-stringops 等实测，均无法复现 ORIG 的运行时分拆形态（缺 4.1.2-52 精确 cc1plus）。其余部分（banner/参数处理/异常）指令一致。,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,320 +1,323 @@
 push   %ebp
 mov    %esp,%ebp
 and    $0xfffffff0,%esp
 push   %edi
 push   %esi
 push   %ebx
-sub    $0x1b4,%esp
+sub    $0x1d4,%esp",2026-08-11
pthread_equal,pthread_equal,third_party,"ORIG 静态链入的 libpthread 弱符号 pthread_equal 实现形如 mov 0xc(%ebp),%eax; cmp 0x8(%ebp),%eax; ret（无 sete，直接返回第二实参），与常规 == 实现不同；重建以 extern weak 定义 return t1==t2（sete+movzbl）。第三方 libpthread 旧实现形态，非源码可复现。","```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,8 +1,8 @@
 push   %ebp
 mov    %esp,%ebp
-mov    0xc(%ebp),%eax
-cmp    %eax,0x8(%ebp)
-pop    %ebp
+mov    0x8(%ebp),%eax
+cmp    0xc(%ebp),%eax
 sete   %al",2026-08-11
_ZL15get_ttype_entryP16lsda_header_infom,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
_ZN12_GLOBAL__N_116get_locale_mutexEv,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
_ZN12_GLOBAL__N_121system_error_categoryD0Ev,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
_ZN12_GLOBAL__N_121system_error_categoryD1Ev,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
_ZN12_GLOBAL__N_121system_error_categoryD2Ev,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
_ZN12_GLOBAL__N_122generic_error_categoryD0Ev,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
_ZN12_GLOBAL__N_122generic_error_categoryD1Ev,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
_ZN12_GLOBAL__N_122generic_error_categoryD2Ev,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
_ZNK12_GLOBAL__N_121system_error_category4nameEv,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
_ZNK12_GLOBAL__N_122generic_error_category4nameEv,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
__deregister_frame,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
__deregister_frame_info_bases,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
__dynamic_cast,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
__gcclibcxx_demangle_callback,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
__register_frame,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
__register_frame_info_bases,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
__register_frame_info_table_bases,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
__register_frame_table,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
classify_object_over_fdes,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
d_append_char,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
d_append_string,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
d_bare_function_type,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
d_call_offset,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
d_cv_qualifiers,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
d_expr_primary,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
d_exprlist,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
d_find_pack,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
d_growable_string_callback_adapter,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
d_make_comp,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
d_make_name,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
d_name,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
d_number,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
d_operator_name,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
d_print_array_type,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
d_print_comp,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
d_print_expr_op,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
d_print_function_type,,third_party,libgcc/libstdc++/libiberty 运行时符号（__register_frame*/__deregister_frame*/fde_*/d_* demangler/error_category 等），非我们源码重建范围；重建链接环境（c6root 4.4.6 + 宿主 glibc）与其原静态链接版本的代码生成不同。,,2026-08-11
