symbol,demangled,category,reason,diff_excerpt,date
_Z22CFileLogWriterInstancev,CFileLogWriterInstance(),caliber_issue,同 CPacketTracerInstance：&__dso_handle 第三参数哈希差异，其余一致,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,44 +1,44 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x1c,%esp
 mov    $&_ZGVZ22CFileLogWriterInstancevE8instance,%eax
 movzbl (%eax),%eax",2026-08-11
_Z22CPacketDecoderInstancev,CPacketDecoderInstance(),caliber_issue,同 CPacketTracerInstance：&__dso_handle 第三参数哈希差异，其余一致,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,25 +1,25 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x18,%esp
 mov    $&_ZGVZ22CPacketDecoderInstancevE8instance,%eax
 movzbl (%eax),%eax
 test   %al,%al
 jne    <T> <_Z22CPacketDecoderInstancev+0x5c>
 movl   $&_ZGVZ22CPacketDecoderInstancevE8instance,(%esp)",2026-08-11
_Z25CSignalTranslatorInstancev,CSignalTranslatorInstance(),caliber_issue,同 CPacketTracerInstance：&__dso_handle 第三参数哈希差异，其余一致,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,25 +1,25 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x18,%esp
 mov    $&_ZGVZ25CSignalTranslatorInstancevE8instance,%eax
 movzbl (%eax),%eax
 test   %al,%al
 jne    <T> <_Z25CSignalTranslatorInstancev+0x5c>
 movl   $&_ZGVZ25CSignalTranslatorInstancevE8instance,(%esp)",2026-08-11
_Z26CSystemTimeHandlerInstancev,CSystemTimeHandlerInstance(),caliber_issue,同 CPacketTracerInstance：&__dso_handle 第三参数哈希差异，其余一致,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,25 +1,25 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x18,%esp
 mov    $&_ZGVZ26CSystemTimeHandlerInstancevE8instance,%eax
 movzbl (%eax),%eax
 test   %al,%al
 jne    <T> <_Z26CSystemTimeHandlerInstancev+0x5c>
 movl   $&_ZGVZ26CSystemTimeHandlerInstancevE8instance,(%esp)",2026-08-11
_ZN14CPacketDecoder9MsgDecodeEP12PacketHeader,CPacketDecoder::MsgDecode(PacketHeader*),caliber_issue,两侧指令/调用/常量一致；差异仅为 (1) __cxa_atexit 的 &__dso_handle 参数 data# 哈希（链接布局产物），(2) 函数内分支标注偏移 ±1（<T> 注解中的 +0x180 vs +0x17f，指令长度差 1 字节所致），均为非语义差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,128 +1,127 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x2c,%esp
 cmpl   $0x0,0xc(%ebp)
 jne    <T> <_ZN14CPacketDecoder9MsgDecodeEP12PacketHeader+0x19>",2026-08-11
_ZN10CUnixTimer10GetNowTimeEv,CUnixTimer::GetNowTime(),caliber_issue,fldl 常量两侧同为 1000000.0（0x412e8480），但匿名数据哈希因周围 64 字节快照不同而不同；其余指令完全一致,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,18 +1,18 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x38,%esp
 movl   $0x0,0x4(%esp)
 lea    -0x10(%ebp),%eax
 mov    %eax,(%esp)
 call   <T> <gettimeofday>
 mov    -0x10(%ebp),%eax",2026-08-11
_ZN13CQueryCounter15SetResponseTimeEj,CQueryCounter::SetResponseTime(unsigned int),caliber_issue,fldl 常量两侧同为 500.0，哈希差异为周围快照不同；其余为寄存器分配（%eax/%edx 互换）与调用目标 +0xbf/+0xbe 标注偏移等 codegen 噪声,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,54 +1,53 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x48,%esp
 cmpl   $0x4f60,0xc(%ebp)
-ja     <T> <_ZN13CQueryCounter15SetResponseTimeEj+0xbf>
+ja     <T> <_ZN13CQueryCounter15SetResponseTimeEj+0xbe>
 mov    0xc(%ebp),%eax
 sub    $0x4e20,%eax",2026-08-11
_ZN13CQueryCounter12WriteFileLogEv,CQueryCounter::WriteFileLog(),codegen_diff,4.4.6 将 char[0x400] memset 内联为 rep stos 循环（sub /usr/bin/zshx430 + rep stos），4.4.7 生成 call memset（sub /usr/bin/zshx438）；栈帧大小差 8 字节，语义相同，纯编译器版本差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,48 +1,42 @@
 push   %ebp
 mov    %esp,%ebp
-push   %edi
-push   %ebx
-sub    $0x430,%esp
-lea    -0x414(%ebp),%ebx
-mov    $0x0,%eax
-mov    $0x100,%edx",2026-08-11
_ZN13CPacketTracer19EndPacketProcessLogEj,CPacketTracer::EndPacketProcessLog(unsigned int),caliber_issue,fldl 常量两侧同为 1000.0（0x408f4000），哈希差异为周围快照不同；另有寄存器分配（%edx/%eax）与局部槽位 codegen 差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,55 +1,55 @@
 push   %ebp
 mov    %esp,%ebp
 push   %ebx
 sub    $0x34,%esp
 mov    0x8(%ebp),%eax
 lea    0xc(%eax),%ecx
 lea    -0x10(%ebp),%eax
 lea    0xc(%ebp),%edx",2026-08-11
_ZNK13np_server_xml10CServerXml14GetEventStringEiNS_12_eStringTypeEPb,"np_server_xml::CServerXml::GetEventString(int, np_server_xml::_eStringType, bool*) const",caliber_issue,"默认返回字符串字面量两侧均为空串 """"（地址处首字节为 NUL），但伪代码化器只识别可打印起始的字符串，空串落到匿名数据哈希路径且哈希不同；其余指令完全一致","```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,161 +1,161 @@
 push   %ebp
 mov    %esp,%ebp
 push   %esi
 push   %ebx
 sub    $0x40,%esp
 mov    0x8(%ebp),%ebx
 lea    -0x11(%ebp),%eax
 mov    %eax,(%esp)",2026-08-11
_ZNK13np_server_xml10CServerXml15GetServerStringEiPb,"np_server_xml::CServerXml::GetServerString(int, bool*) const",caliber_issue,"同 GetEventString：空字符串字面量 """" 未被识别，data# 哈希差异，其余完全一致","```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,100 +1,100 @@
 push   %ebp
 mov    %esp,%ebp
 push   %esi
 push   %ebx
 sub    $0x30,%esp
 mov    0x8(%ebp),%ebx
 lea    -0xd(%ebp),%eax
 mov    %eax,(%esp)",2026-08-11
_ZN8WongWork11CGMAccounts4isGMEj,WongWork::CGMAccounts::isGM(unsigned int),codegen_diff,"同一 std::find(begin,end,key) + it!=end() 逻辑；差异为 find 参数求值顺序（4.4.6 先求值两次 end()，4.4.7 复用 end() 迭代器）、key 局部槽位偏移（-0x20 vs -0x1c）、返回 bool→unsigned 的转换形式（test/je/mov vs movzbl），纯编译器版本 -O0 差异","```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,48 +1,44 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x38,%esp
-movl   $0x0,-0x20(%ebp)
 movl   $0x0,-0x1c(%ebp)
-movl   $0x3,-0x1c(%ebp)
+movl   $0x0,-0x18(%ebp)
+movl   $0x3,-0x18(%ebp)",2026-08-11
_ZN11CTcpHandler10ResetEpollEi,CTcpHandler::ResetEpoll(int),codegen_diff,分支极性相反（ORIG jne+mov+jmp 提前返回 vs OURS je 跳到末尾统一返回）+ 虚拟调用寄存器分配（%ecx/%eax）差异；判定逻辑（m_epoll_fd 为空则返回 0/-1，否则经 vtable 调用）两侧一致,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,24 +1,22 @@
 push   %ebp
 mov    %esp,%ebp
-sub    $0x28,%esp
+sub    $0x18,%esp
 mov    0x8(%ebp),%eax
 mov    (%eax),%eax
 test   %eax,%eax
-jne    <T> <_ZN11CTcpHandler10ResetEpollEi+0x16>",2026-08-11
_ZN11CTcpHandler11GetEventPtrEi,CTcpHandler::GetEventPtr(int),codegen_diff,分支极性相反（ORIG jne+mov+jmp 提前返回 vs OURS je 跳到末尾统一返回）+ 虚拟调用寄存器分配（%ecx/%eax）差异；判定逻辑（m_epoll_fd 为空则返回 0/-1，否则经 vtable 调用）两侧一致,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,22 +1,22 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x18,%esp
 mov    0x8(%ebp),%eax
 mov    (%eax),%eax
 test   %eax,%eax
-jne    <T> <_ZN11CTcpHandler11GetEventPtrEi+0x16>
-mov    $0x0,%eax",2026-08-11
_ZN11CTcpHandler12IsSetInEventEi,CTcpHandler::IsSetInEvent(int),codegen_diff,分支极性相反（ORIG jne+mov+jmp 提前返回 vs OURS je 跳到末尾统一返回）+ 虚拟调用寄存器分配（%ecx/%eax）差异；判定逻辑（m_epoll_fd 为空则返回 0/-1，否则经 vtable 调用）两侧一致,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,22 +1,22 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x18,%esp
 mov    0x8(%ebp),%eax
 mov    (%eax),%eax
 test   %eax,%eax
-jne    <T> <_ZN11CTcpHandler12IsSetInEventEi+0x16>
-mov    $0x0,%eax",2026-08-11
_ZN11CTcpHandler12WaitForEventEv,CTcpHandler::WaitForEvent(),codegen_diff,分支极性相反（ORIG jne+mov+jmp 提前返回 vs OURS je 跳到末尾统一返回）+ 虚拟调用寄存器分配（%ecx/%eax）差异；判定逻辑（m_epoll_fd 为空则返回 0/-1，否则经 vtable 调用）两侧一致,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,20 +1,20 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x18,%esp
 mov    0x8(%ebp),%eax
 mov    (%eax),%eax
 test   %eax,%eax
-jne    <T> <_ZN11CTcpHandler12WaitForEventEv+0x16>
-mov    $0xffffffff,%eax",2026-08-11
_ZN11CTcpHandler13IsSetErrEventEi,CTcpHandler::IsSetErrEvent(int),codegen_diff,分支极性相反（ORIG jne+mov+jmp 提前返回 vs OURS je 跳到末尾统一返回）+ 虚拟调用寄存器分配（%ecx/%eax）差异；判定逻辑（m_epoll_fd 为空则返回 0/-1，否则经 vtable 调用）两侧一致,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,22 +1,22 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x18,%esp
 mov    0x8(%ebp),%eax
 mov    (%eax),%eax
 test   %eax,%eax
-jne    <T> <_ZN11CTcpHandler13IsSetErrEventEi+0x16>
-mov    $0x0,%eax",2026-08-11
_ZN11CTcpHandler13IsSetOutEventEi,CTcpHandler::IsSetOutEvent(int),codegen_diff,分支极性相反（ORIG jne+mov+jmp 提前返回 vs OURS je 跳到末尾统一返回）+ 虚拟调用寄存器分配（%ecx/%eax）差异；判定逻辑（m_epoll_fd 为空则返回 0/-1，否则经 vtable 调用）两侧一致,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,22 +1,22 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x18,%esp
 mov    0x8(%ebp),%eax
 mov    (%eax),%eax
 test   %eax,%eax
-jne    <T> <_ZN11CTcpHandler13IsSetOutEventEi+0x16>
-mov    $0x0,%eax",2026-08-11
_ZL15freeStackBufferPhi,"freeStackBuffer(unsigned char*, int)",codegen_diff,循环/分支生成形式不同（4.4.6 用 bool 标志位 + 复杂 jmp，4.4.7 用直接迭代器循环）+ 局部槽位与 __thread 变量 TLS 偏移（%%gs:0xfffffffc vs %%gs:0xfffffff4，链接布局产物）；遍历与删除逻辑两侧一致,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,66 +1,73 @@
 push   %ebp
 mov    %esp,%ebp
-sub    $0x28,%esp
+push   %ebx
+sub    $0x24,%esp
 mov    0xc(%ebp),%eax
 cmp    $0xffffffff,%eax
-jne    <T> <_ZL15freeStackBufferPhi+0x28>",2026-08-11
_ZL16allocStackBufferjPPhPi,"allocStackBuffer(unsigned int, unsigned char**, int*)",codegen_diff,循环/分支生成形式不同（4.4.6 用 bool 标志位 + 复杂 jmp，4.4.7 用直接迭代器循环）+ 局部槽位与 __thread 变量 TLS 偏移（%%gs:0xfffffffc vs %%gs:0xfffffff4，链接布局产物）；遍历与删除逻辑两侧一致,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,164 +1,141 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x3c,%esp
-mov    %gs:0xfffffffc,%eax
-test   %eax,%eax",2026-08-11
_ZL19freeAllStackBuffersv,freeAllStackBuffers(),codegen_diff,循环/分支生成形式不同（4.4.6 用 bool 标志位 + 复杂 jmp，4.4.7 用直接迭代器循环）+ 局部槽位与 __thread 变量 TLS 偏移（%%gs:0xfffffffc vs %%gs:0xfffffff4，链接布局产物）；遍历与删除逻辑两侧一致,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,76 +1,62 @@
 push   %ebp
 mov    %esp,%ebp
 push   %ebx
-sub    $0x34,%esp
-mov    %gs:0xfffffffc,%eax
-test   %eax,%eax
-je     <T> <_ZL19freeAllStackBuffersv+0x100>
-movb   $0x0,-0xd(%ebp)",2026-08-11
_ZN10CDBManager17OnCreateGuildAgitEP27Packet_DB_Create_Guild_AgitR33Packet_DB_Create_Guild_Agit_Reply,"CDBManager::OnCreateGuildAgit(Packet_DB_Create_Guild_Agit*, Packet_DB_Create_Guild_Agit_Reply&)",codegen_diff,错误日志字符串已修复一致；剩余差异为寄存器分配（%eax/%edx 互换）、间接调用 %edx vs %eax、局部槽位 -0xc vs -0x10，纯编译器版本 -O0 差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,89 +1,92 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x38,%esp
 mov    0x8(%ebp),%eax
 mov    0x20(%eax),%eax
-mov    %eax,-0xc(%ebp)
-mov    -0xc(%ebp),%eax
+mov    %eax,-0x10(%ebp)",2026-08-11
_ZN10CDBManager17OnDeleteGuildAgitEP27Packet_DB_Delete_Guild_AgitR33Packet_DB_Delete_Guild_Agit_Reply,"CDBManager::OnDeleteGuildAgit(Packet_DB_Delete_Guild_Agit*, Packet_DB_Delete_Guild_Agit_Reply&)",codegen_diff,错误日志字符串已修复一致；剩余为寄存器分配/槽位 codegen 差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,89 +1,92 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x38,%esp
 mov    0x8(%ebp),%eax
 mov    0x20(%eax),%eax
-mov    %eax,-0xc(%ebp)
-mov    -0xc(%ebp),%eax
+mov    %eax,-0x10(%ebp)",2026-08-11
_ZN9TCPSocket4recvEPci,"TCPSocket::recv(char*, int)",codegen_diff,errno 改为直接引用后 4 次 __errno_location 调用结构已对齐；剩余差异为 n/errno 局部槽位（-0xc vs -0x10）与分支目标标注偏移，纯 codegen,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,58 +1,62 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x28,%esp
 cmpl   $0x0,0xc(%ebp)
 je     <T> <_ZN9TCPSocket4recvEPci+0x12>
 cmpl   $0x0,0x10(%ebp)
 jg     <T> <_ZN9TCPSocket4recvEPci+0x28>
 movl   $""In recv : recv buffer is null"",(%esp)",2026-08-11
_ZN9TCPSocket4sendEPci,"TCPSocket::send(char*, int)",codegen_diff,errno 直接引用后结构对齐；剩余为槽位/寄存器/branch 标注偏移，纯 codegen,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,76 +1,87 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x28,%esp
 cmpl   $0x0,0xc(%ebp)
 je     <T> <_ZN9TCPSocket4sendEPci+0x12>
 cmpl   $0x0,0x10(%ebp)
 jg     <T> <_ZN9TCPSocket4sendEPci+0x2f>
 mov    0x10(%ebp),%eax",2026-08-11
